X6_FIL;X6_VAR;X6_TIPO;X6_DESCRIC;X6_DSCSPA;X6_DSCENG;X6_DESC1;X6_DSCSPA1;X6_DSCENG1;X6_DESC2;X6_DSCSPA2;X6_DSCENG2;X6_CONTEUD;X6_CONTSPA;X6_CONTENG;X6_PROPRI;X6_PYME;X6_VALID;X6_INIT;X6_DEFPOR;X6_DEFSPA;X6_DEFENG;D_E_L_E_T_;R_E_C_N_O_;R_E_C_D_E_L_
  ;MV_Z01_DMV;L;Demandas podem ser registradas somente no Mês     ;                                                  ;                                                  ;Vigente?                                          ;                                                  ;                                                  ;                                                  ;                                                  ;                                                  ;.T.                                                                                                                                                                                                                                                       ;.T.                                                                                                                                                                                                                                                       ;.T.                                                                                                                                                                                                                                                       ;U; ;                                                                                                                                ;                                                                                                                                ;                                                                                                                                                                                                                                                          ;                                                                                                                                                                                                                                                          ;                                                                                                                                                                                                                                                          ; ;9576;0
